Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1771256674,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1771256675,1200,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1771256676,2400,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1771256677,4800,,Aggregated,0.000000,0.000000,2400,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,1128,1128,2400.0,2417.3256951241515,2295.0500000006286,2517.259299998841,0.0
1771256678,6000,,Aggregated,0.000000,0.000000,2500,2500,2500,2500,2500,2500,2500,2500,2600,2600,2600,2328,2328,2500.0,2443.1217341495194,2082.650799999101,2564.3199999994977,0.0
1771256679,7200,,Aggregated,376.000000,376.000000,2500,2500,2500,2500,2600,2600,2600,2600,2600,2600,2600,3643,3643,2500.0,2462.7144386220352,2082.650799999101,2613.6186999992788,0.0
1771256680,8400,,Aggregated,582.000000,582.000000,2500,2500,2500,2600,2800,2900,2900,3000,3000,3000,3000,4184,4184,2500.0,2508.7579318833737,2082.650799999101,3041.3269999990007,0.0
1771256681,9600,,Aggregated,638.200000,638.200000,2500,2600,2900,3000,3300,3500,3600,3600,3700,3700,3700,5467,5467,2500.0,2681.7077864825474,2082.650799999101,3668.501299998752,0.0
1771256682,10800,,Aggregated,618.166667,618.166667,2500,2900,3100,3300,3400,3500,3600,3600,3700,3700,3700,6286,6286,2500.0,2762.151264969789,2052.25210000026,3668.501299998752,0.0
1771256683,12000,,Aggregated,634.285714,634.285714,2500,2900,3100,3300,3400,3500,3600,3600,4500,5200,5200,6302,6302,2500.0,2765.494787067613,2052.25210000026,5186.227400001371,0.0
1771256685,13200,,Aggregated,698.444444,698.444444,2600,3200,3400,3500,4700,4900,5100,5200,5400,5400,5400,7431,7431,2600.0,3074.118397806489,2052.25210000026,5388.024400001086,0.0
1771256686,14400,,Aggregated,630.500000,630.500000,2800,3300,3500,3600,4900,5200,5300,5400,6300,6300,6300,7768,7768,2800.0,3178.0512161431534,2052.25210000026,6301.769400000921,0.0
1771256687,15600,,Aggregated,741.000000,740.900000,2900,3400,3600,4700,5200,6600,7100,7100,7100,7100,7100,8276,8276,2900.0,3392.8260533349458,2052.25210000026,7135.91980000092,0.0
1771256688,16800,,Aggregated,769.400000,769.400000,2900,3400,4400,4700,5300,7000,7100,7100,7100,7800,7800,8486,8486,2900.0,3467.0206403606,2052.25210000026,7770.510399999694,0.0
1771256689,18000,,Aggregated,680.400000,680.400000,2900,3400,4400,4700,5300,7000,7100,7100,7100,9000,9000,8488,8488,2900.0,3467.782386769563,2052.25210000026,8998.280399999203,0.0
1771256690,19200,,Aggregated,614.700000,614.700000,3000,3400,4500,4900,5400,7000,7100,10000,10000,10000,10000,8614,8614,3000.0,3554.4840564197893,2052.25210000026,10208.250199999384,0.0
1771256691,20400,,Aggregated,529.500000,529.500000,3200,4500,5100,6500,10000,10000,10000,11000,11000,11000,11000,9965,9965,3200.0,4423.30282196691,2052.25210000026,10584.616800000731,0.0
1771256692,21600,,Aggregated,478.800000,478.800000,3400,4900,7000,9700,10000,10000,11000,11000,11000,11000,11000,10977,10977,3400.0,4908.680941322794,2052.25210000026,10617.535999999745,0.0
1771256693,22800,,Aggregated,417.400000,417.400000,3400,4900,7000,9700,10000,10000,11000,11000,11000,11000,11000,10999,10999,3400.0,4904.9494093008725,2052.25210000026,10617.535999999745,0.0
1771256694,24000,,Aggregated,397.600000,397.600000,3500,7000,10000,10000,11000,12000,12000,12000,12000,12000,12000,12586,12586,3500.0,5700.208436508829,2052.25210000026,11721.8486999991,0.0
1771256696,25200,,Aggregated,469.100000,469.100000,3600,7100,10000,10000,11000,12000,12000,12000,12000,12000,12000,12869,12869,3600.0,5818.837778413254,2052.25210000026,11721.8486999991,0.0
1771256697,27600,,Aggregated,517.600000,517.700000,3600,7100,10000,10000,11000,12000,12000,12000,13000,13000,13000,13030,13030,3600.0,5836.0795614581875,2052.25210000026,13039.543600001707,0.0
1771256699,28800,,Aggregated,517.500000,517.500000,4500,9700,10000,11000,11000,12000,13000,13000,14000,14000,14000,13542,13542,4500.0,6111.742583680438,2052.25210000026,13836.63929999966,0.0
1771256700,30000,,Aggregated,493.900000,493.900000,4600,9700,10000,11000,12000,13000,14000,15000,16000,16000,16000,13798,13798,4600.0,6280.689185664634,2052.25210000026,16049.458699999377,0.0
1771256702,31200,,Aggregated,517.300000,517.300000,4700,9700,10000,11000,12000,13000,16000,17000,18000,18000,18000,14054,14054,4700.0,6475.838954077172,2052.25210000026,17743.820399999095,0.0
1771256704,32400,,Aggregated,396.100000,396.100000,4800,10000,10000,11000,12000,15000,18000,18000,19000,19000,19000,14310,14310,4800.0,6675.81805211045,2052.25210000026,19210.615199999665,0.0
1771256707,33600,,Aggregated,172.400000,172.400000,4800,10000,10000,11000,12000,15000,18000,18000,19000,19000,19000,14314,14314,4800.0,6677.465697030917,2052.25210000026,19210.615199999665,0.0
1771256709,33600,,Aggregated,144.100000,144.100000,4800,10000,10000,11000,12000,15000,18000,18000,19000,19000,24000,14315,14315,4800.0,6678.651926000736,2052.25210000026,23658.33340000063,0.0
