Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1771256618,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1771256619,400,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1771256620,800,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1771256621,1200,,Aggregated,0.000000,0.000000,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,331,331,2177.8109000006225,2152.3838785499256,2118.9678000009735,2177.8109000006225,0.0
1771256622,2000,,Aggregated,0.000000,0.000000,2100,2100,2200,2200,2200,2200,2200,2200,2200,2200,2200,731,731,2100.0,2138.403726265446,2072.870399999374,2177.8109000006225,0.0
1771256624,2400,,Aggregated,0.000000,0.000000,2100,2100,2200,2200,2200,2200,2200,2200,2200,2200,2200,1156,1156,2100.0,2149.858732698959,2032.9012999991392,2249.52839999969,0.0
1771256625,2800,,Aggregated,82.750000,82.750000,2100,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,1589,1589,2100.0,2158.0888120201257,2032.9012999991392,2249.52839999969,0.0
1771256626,3200,,Aggregated,192.666667,192.666667,2100,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2156,2156,2100.0,2158.246422031527,2032.9012999991392,2249.52839999969,0.0
1771256627,3600,,Aggregated,227.000000,227.000000,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2715,2715,2200.0,2165.70554412522,2013.6877999993885,2249.52839999969,0.0
1771256628,4000,,Aggregated,254.875000,254.875000,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2926,2926,2200.0,2168.2314292549463,2010.1668999996036,2249.52839999969,0.0
1771256629,4400,,Aggregated,277.111111,277.111111,2200,2200,2200,2200,2200,2300,2300,2300,2400,2400,2400,3489,3489,2200.0,2183.8103325881216,2007.409200001348,2365.417000000889,0.0
1771256630,4800,,Aggregated,291.500000,291.500000,2200,2200,2200,2200,2300,2300,2300,2300,2400,2400,2400,4263,4263,2200.0,2184.149256204548,2007.409200001348,2365.417000000889,0.0
1771256631,5200,,Aggregated,337.000000,337.000000,2200,2200,2200,2200,2300,2300,2300,2300,2400,2400,2400,4333,4333,2200.0,2182.0185293330214,2006.9875999997748,2365.417000000889,0.0
1771256632,5600,,Aggregated,384.600000,384.600000,2200,2200,2200,2200,2300,2400,2400,2400,2400,2400,2400,5207,5207,2200.0,2195.2542746687127,2006.9875999997748,2443.9586000007694,0.0
1771256633,6000,,Aggregated,433.200000,433.200000,2200,2200,2200,2200,2300,2300,2400,2400,2400,2400,2400,5730,5730,2200.0,2189.3767699301907,2006.9875999997748,2443.9586000007694,0.0
